,Label,VehicleID,Distance_driven,Sum_warning,Sum_warning_speed,Sum_secure_dist,Sum_TTC_respect,Sum_safe_dist,Sum_Emergency_Brake
1504,Dangerous,dang515,4224.118455766836,337,80,198,7,51,1
1505,Normal,normal518,3210.0043211059065,31,2,12,0,16,1
1506,Slow,slow513,5817.042317516247,2,0,2,0,0,0
1507,Dangerous,dang516,1485.689455058936,98,3,85,4,5,1
1508,Normal,normal519,6434.642026557721,247,54,25,7,155,6
1509,Slow,slow514,1666.5448579057218,6,0,0,6,0,0
1510,Dangerous,dang517,5029.463231108717,331,15,221,2,93,0
1511,Normal,normal520,3584.056692609858,83,24,15,3,39,2
1512,Slow,slow515,4232.977745168247,3,0,0,3,0,0
1513,Dangerous,dang518,3249.8921831152725,77,60,15,1,1,0
1514,Slow,slow516,1492.7072358545088,2,0,0,2,0,0
1515,Normal,normal521,2833.4591343890597,12,4,6,0,2,0
1516,Slow,slow517,5027.389360887678,0,0,0,0,0,0
1517,Dangerous,dang520,3592.9729092724738,138,42,75,10,6,5
1518,Slow,slow518,3209.0425417061424,4,0,0,3,0,1
1519,Dangerous,dang519,6562.819063217746,434,8,227,36,150,13
1520,Normal,normal524,2948.366116397343,29,28,0,0,0,1
1521,Dangerous,dang521,2865.1007522700897,194,28,99,8,56,3
1522,Normal,normal525,1142.926961599699,42,2,3,2,34,1
1523,Slow,slow520,3586.7840108460696,13,0,5,8,0,0
1524,Normal,normal526,2697.5850302924327,6,2,4,0,0,0
1525,Slow,slow519,6444.915807184555,17,0,9,8,0,0
1526,Dangerous,dang524,2991.843874650752,215,16,99,11,85,4
1527,Normal,normal527,4145.205884728973,91,32,54,2,3,0
1528,Dangerous,dang525,1145.8193209834594,141,19,38,8,74,2
1529,Normal,normal528,6159.883769909247,495,0,4,5,484,2
1530,Dangerous,dang526,2692.291545923024,129,75,44,6,4,0
1531,Normal,normal529,6033.822609868957,61,0,12,8,40,1
1532,Slow,slow521,2836.6332242944472,0,0,0,0,0,0
1533,Slow,slow524,2944.323423294597,2,0,0,2,0,0
1534,Dangerous,dang527,4245.3775054024445,240,160,48,5,24,3
1535,Normal,normal530,5247.1427409723965,180,167,4,1,8,0
1536,Slow,slow525,1139.4086933656906,2,0,0,2,0,0
1537,Dangerous,dang528,6310.3819377127475,570,164,70,18,315,3
1538,Normal,normal531,3870.0888375768814,306,2,2,1,301,0
1539,Slow,slow526,2701.911829207371,2,2,0,0,0,0
1540,Dangerous,dang529,5463.8742918635635,995,52,193,18,729,3
1541,Normal,normal532,4501.813873255264,84,0,0,8,75,1
1542,Slow,slow527,4152.541545698237,0,0,0,0,0,0
1543,Dangerous,dang530,5240.957006910038,339,182,92,3,61,1
1544,Normal,normal533,3068.8509136551247,20,4,2,2,12,0
1545,Slow,slow528,5432.560763959105,14,0,6,7,0,1
1546,Dangerous,dang531,3907.856332790818,718,85,25,6,600,2
1547,Normal,normal534,1505.0244926312623,13,8,5,0,0,0
1548,Slow,slow529,6037.739958227404,24,0,8,16,0,0
1549,Dangerous,dang532,4499.986643440489,207,102,46,4,52,3
1550,Normal,normal535,4592.46552284485,31,10,2,4,15,0
1551,Slow,slow530,5244.409114539572,1,0,0,1,0,0
1552,Dangerous,dang533,3069.527669775497,228,12,155,11,47,3
1553,Normal,normal536,755.3021561120355,6,6,0,0,0,0
1554,Slow,slow531,3861.4784094549386,0,0,0,0,0,0
1555,Dangerous,dang534,1499.3910588965757,63,28,34,1,0,0
1556,Normal,normal537,5562.0740351959,327,46,14,3,262,2
1557,Slow,slow532,4499.300815738487,3,0,0,3,0,0
1558,Dangerous,dang535,4586.768468538937,194,20,92,3,78,1
1559,Normal,normal538,4069.983823040936,47,3,1,3,38,2
1560,Slow,slow533,3064.58386707434,2,0,0,2,0,0
1561,Dangerous,dang536,769.0304119602359,18,12,4,2,0,0
1562,Normal,normal539,1725.7407775466916,27,4,7,2,12,2
1563,Slow,slow534,1496.5498356718383,2,2,0,0,0,0
1564,Dangerous,dang537,5566.669090830574,209,49,125,9,24,2
1565,Normal,normal540,941.3264733344158,5,2,3,0,0,0
1566,Slow,slow535,4594.060204568459,7,0,3,4,0,0
1567,Dangerous,dang538,4058.574173265938,253,72,133,5,42,1
1568,Normal,normal541,1801.7826442296384,30,25,3,0,1,1
1569,Slow,slow536,754.7623744855631,0,0,0,0,0,0
1570,Dangerous,dang539,1745.4372937479864,184,17,76,11,77,3
1571,Normal,normal542,3570.9409896393245,101,1,16,6,76,2
1572,Slow,slow537,5559.565145893721,21,0,10,10,0,1
1573,Dangerous,dang540,939.0671033631527,31,2,27,1,1,0
1574,Slow,slow538,4064.344266544909,0,0,0,0,0,0
1575,Slow,slow539,1732.9281376880776,7,0,0,7,0,0
1576,Dangerous,dang541,1856.3036250968826,61,19,25,7,8,2
1577,Normal,normal544,4486.3296975489175,79,8,10,3,55,3
1578,Normal,normal545,3980.2729223277947,72,1,8,6,57,0
1579,Slow,slow540,943.6476447062656,1,0,0,1,0,0
1580,Dangerous,dang542,3592.597781351425,315,3,157,7,147,1
1581,Normal,normal546,1143.3467938170322,12,12,0,0,0,0
1582,Slow,slow541,1800.157396242869,2,0,0,2,0,0
1583,Dangerous,dang544,4474.5590760223095,306,158,58,10,75,5
1584,Normal,normal547,1380.2502186312884,5,5,0,0,0,0
1585,Dangerous,dang545,3973.554378690756,109,24,53,7,19,6
1586,Normal,normal548,4900.086251152369,450,8,9,6,426,1
1587,Dangerous,dang546,1150.623506046362,63,7,50,5,1,0
1588,Normal,normal549,4585.866895858825,53,2,4,6,41,0
1589,Slow,slow542,3576.8920109879973,9,0,6,3,0,0
1590,Slow,slow544,4479.678451253731,12,0,3,9,0,0
1591,Slow,slow545,3983.4502641678687,4,0,0,4,0,0
1592,Normal,normal550,5247.409894467179,103,5,16,4,76,2
1593,Dangerous,dang548,4896.508073937451,290,95,99,15,76,5
1594,Normal,normal551,4339.514874529785,60,15,12,2,31,0
1595,Slow,slow546,1142.5485449342227,0,0,0,0,0,0
1596,Dangerous,dang547,1534.8462281896054,20,16,2,1,0,1
1597,Dangerous,dang549,4569.953741337538,237,2,115,11,105,4
1598,Normal,normal552,2343.56884549756,31,5,0,4,22,0
1599,Dangerous,dang550,5246.947128443493,390,73,177,20,116,4
1600,Normal,normal553,3717.809951644674,13,1,0,4,8,0
1601,Slow,slow548,4269.42399109264,10,0,3,7,0,0
1602,Dangerous,dang551,4605.629466293947,235,39,122,9,61,4
1603,Dangerous,dang553,3719.157967701889,94,0,75,6,12,1
1604,Normal,normal554,4275.502832918235,583,2,8,7,563,3
1605,Slow,slow547,1384.4891145887907,0,0,0,0,0,0
1606,Slow,slow549,4462.70274587125,2,0,0,2,0,0
1607,Dangerous,dang552,2345.8868352649083,115,39,32,9,34,1
1608,Normal,normal555,2962.7041859975843,39,0,0,8,31,0
1609,Slow,slow553,3722.6270237295903,4,0,2,2,0,0
1610,Normal,normal556,2834.582328178539,3,2,1,0,0,0
1611,Slow,slow550,5250.2669179004815,13,0,3,9,0,1
1612,Slow,slow551,4339.08904012496,3,0,0,3,0,0
1613,Dangerous,dang554,4280.336338916133,1013,104,152,24,722,11
1614,Normal,normal557,3304.9777227927566,48,4,10,2,32,0
1615,Slow,slow552,2251.2112546563503,8,0,1,7,0,0
1616,Dangerous,dang555,2955.815515218351,134,1,114,5,14,0
1617,Normal,normal558,2086.4021757315213,26,26,0,0,0,0
1618,Dangerous,dang556,2833.7613546286075,181,10,144,4,23,0
1619,Normal,normal559,3019.432936357378,52,13,9,2,28,0
1620,Slow,slow554,4282.2359329995115,10,0,3,7,0,0
1621,Dangerous,dang557,3293.5983380693806,58,27,30,1,0,0
1622,Dangerous,dang559,3033.5110896162596,222,11,134,6,70,1
1623,Normal,normal560,1596.3587226457876,4,4,0,0,0,0
1624,Slow,slow555,2886.328454509387,1,0,0,1,0,0
1625,Dangerous,dang558,2245.4933371896213,5,5,0,0,0,0
1626,Normal,normal561,3581.274253928304,3,0,2,1,0,0
1627,Slow,slow556,2817.947542746736,0,0,0,0,0,0
1628,Normal,normal562,2388.369828725289,812,2,7,3,800,0
1629,Slow,slow557,3304.412551524584,13,0,2,11,0,0
1630,Dangerous,dang560,1592.818546007211,24,18,6,0,0,0
1631,Dangerous,dang562,2403.784880181265,841,2,113,12,708,6
1632,Normal,normal563,3946.504852290766,0,0,0,0,0,0
1633,Slow,slow558,2094.3194873982616,0,0,0,0,0,0
1634,Slow,slow559,3023.5056135054033,5,0,1,4,0,0
1635,Dangerous,dang561,3567.011948071861,182,16,123,4,38,1
1636,Normal,normal564,3160.344608100554,253,49,1,0,202,1
1637,Normal,normal565,5509.144587810688,41,2,9,5,25,0
1638,Slow,slow560,1603.2872898110936,0,0,0,0,0,0
1639,Dangerous,dang563,3955.333750785177,236,1,219,4,12,0
1640,Normal,normal566,4666.673190620726,8,3,5,0,0,0
1641,Slow,slow561,3579.430964886743,2,0,0,2,0,0
1642,Slow,slow562,2326.7830871474284,7,0,2,5,0,0
1643,Dangerous,dang564,3188.92320375843,144,53,32,9,50,0
1644,Normal,normal567,4636.942532159407,84,2,46,2,34,0
1645,Dangerous,dang565,5496.306213518841,86,42,36,5,3,0
1646,Normal,normal568,3407.6330991266063,4,4,0,0,0,0
1647,Slow,slow563,3955.634958475246,0,0,0,0,0,0
1648,Dangerous,dang566,4790.5988347145185,148,20,81,7,39,1
1649,Normal,normal569,3615.034456889647,51,1,4,2,44,0
1650,Slow,slow564,3162.2058111981005,13,0,3,10,0,0
1651,Dangerous,dang567,4826.493531920071,233,25,137,5,65,1
1652,Normal,normal570,941.048645222818,10,6,0,0,4,0
1653,Slow,slow565,5508.200687819497,0,0,0,0,0,0
1654,Dangerous,dang568,3399.6437101329343,20,5,14,0,0,1
1655,Normal,normal571,5455.217478850789,191,90,4,8,89,0
1656,Slow,slow566,4664.088290414718,0,0,0,0,0,0
1657,Dangerous,dang569,3607.038455487045,20,10,2,5,3,0
1658,Normal,normal572,5118.752421845929,70,3,0,6,60,1
1659,Slow,slow567,4640.654947936022,7,1,2,4,0,0
1660,Dangerous,dang570,930.3801051444478,75,19,42,4,10,0
1661,Normal,normal573,1584.883852584462,5,2,1,0,0,2
1662,Slow,slow568,3402.8037832466725,0,0,0,0,0,0
1663,Dangerous,dang571,5594.943273462008,54,43,11,0,0,0
1664,Dangerous,dang573,1580.053604961688,77,24,13,6,34,0
1665,Normal,normal574,1367.0810053755042,7,2,1,1,3,0
1666,Slow,slow569,3612.550947176254,6,0,0,5,0,1
1667,Dangerous,dang572,5122.0991795242135,185,41,125,6,12,1
1668,Normal,normal575,3335.9660518415985,80,52,8,5,14,1
1669,Slow,slow570,933.5897431320838,2,0,0,2,0,0
1670,Normal,normal576,3223.657577983444,47,2,12,2,31,0
1671,Slow,slow571,2533.3321145259506,8,0,5,3,0,0
1672,Dangerous,dang574,1386.7520601022413,115,46,35,13,15,6
1673,Normal,normal577,3440.0204025455027,221,1,6,6,206,2
1674,Slow,slow572,5118.229277799596,4,0,1,3,0,0
1675,Slow,slow573,1583.9219962591774,1,0,0,1,0,0
1676,Dangerous,dang575,3317.4258608339865,180,102,53,4,20,1
1677,Normal,normal578,5337.956787739055,71,2,7,10,51,1
1678,Dangerous,dang576,3230.6594662065386,291,51,107,10,122,1
1679,Normal,normal579,3600.4242732039684,87,81,6,0,0,0
1680,Slow,slow574,1369.8356431132797,2,0,0,2,0,0
1681,Dangerous,dang577,3432.9038719455075,212,70,78,16,42,6
1682,Normal,normal580,1229.5992618554324,24,2,8,3,10,1
1683,Slow,slow575,3307.4672369575255,2,0,0,0,0,2
1684,Dangerous,dang578,5327.807105918198,160,12,63,16,65,4
1685,Normal,normal581,5268.192009656935,44,4,6,3,30,1
1686,Slow,slow576,3229.878139257143,8,0,3,5,0,0
1687,Dangerous,dang579,3596.4750386852647,181,136,42,1,2,0
1688,Normal,normal582,4422.217442750412,5,5,0,0,0,0
1689,Slow,slow577,3432.1515384729482,3,0,1,2,0,0
1690,Dangerous,dang580,1237.6304431032331,167,2,80,10,71,4
1691,Normal,normal583,570.9084312605462,0,0,0,0,0,0
1692,Slow,slow578,5341.965011947281,14,0,5,8,0,1
1693,Dangerous,dang581,5286.237074269973,122,69,37,3,10,3
1694,Normal,normal584,4237.270288579083,23,2,5,5,11,0
1695,Slow,slow579,3605.742768476807,4,0,0,4,0,0
1696,Dangerous,dang582,4418.834543148941,302,3,213,2,83,1
1697,Normal,normal585,3274.4575769269054,736,4,11,5,716,0
1698,Slow,slow580,1235.882776883637,12,0,5,6,1,0
1699,Dangerous,dang583,565.16357937817,36,3,32,0,1,0
1700,Normal,normal586,790.6533929508838,1,1,0,0,0,0
1701,Slow,slow581,5276.2231086003685,6,0,2,3,0,1
1702,Normal,normal587,3491.2619238314874,96,22,21,2,51,0
1703,Slow,slow582,4431.258148478262,2,0,0,2,0,0
1704,Dangerous,dang585,3790.9946706861174,215,2,85,10,116,2
1705,Normal,normal588,2486.6229416538517,6,0,4,0,0,2
1706,Slow,slow583,563.2968687655896,0,0,0,0,0,0
1707,Dangerous,dang586,786.6533700570309,44,3,38,2,1,0
1708,Normal,normal589,4317.961219960191,22,3,17,1,1,0
1709,Dangerous,dang587,3484.598648642781,288,85,120,11,68,4
1710,Normal,normal590,3045.3423564709897,1,1,0,0,0,0
1711,Slow,slow585,2050.531544534859,11,0,2,9,0,0
1712,Slow,slow586,782.2245643753236,0,0,0,0,0,0
1713,Dangerous,dang588,2491.4977654578856,123,7,45,7,64,0
1714,Normal,normal591,3640.50589312577,58,35,6,2,15,0
1715,Dangerous,dang589,4303.853674148527,179,111,35,4,28,1
1716,Normal,normal592,1230.0405785857079,147,7,5,1,134,0
1717,Slow,slow587,3489.0785155285607,14,0,2,10,0,2
1718,Dangerous,dang590,3036.922690949912,180,3,142,3,32,0
1719,Normal,normal593,1730.5390587326165,35,1,0,2,32,0
1720,Slow,slow588,2484.7350989820693,0,0,0,0,0,0
1721,Dangerous,dang591,3642.7615643976897,129,34,54,8,32,1
1722,Normal,normal594,3531.695005443115,422,3,13,1,405,0
1723,Slow,slow589,4318.577401214974,9,0,0,9,0,0
1724,Dangerous,dang592,1219.4660737780991,122,24,9,5,84,0
1725,Normal,normal595,4376.500621734901,119,3,21,2,92,1
1726,Slow,slow590,3045.3026679869695,0,0,0,0,0,0
1727,Dangerous,dang593,1833.2032394501155,57,51,4,2,0,0
1728,Normal,normal596,3250.8123624273817,70,2,11,7,49,1
1729,Slow,slow591,3648.0815363200004,9,0,2,6,0,1
1730,Dangerous,dang584,4241.126329829952,275,128,79,7,60,1
1731,Dangerous,dang594,3601.124496292355,905,2,130,14,759,0
1732,Normal,normal597,3523.453545631597,101,101,0,0,0,0
1733,Slow,slow592,1233.2490018063518,3,0,1,2,0,0
1734,Dangerous,dang595,4372.559814471612,229,55,87,13,65,9
1735,Normal,normal598,1720.5492293925993,18,0,3,2,13,0
1736,Slow,slow593,1735.5405289556327,4,0,0,4,0,0
1737,Dangerous,dang596,3252.9742484137664,278,60,51,18,143,6
1738,Normal,normal599,5449.010207686798,56,38,1,6,11,0
1739,Slow,slow584,4238.446667162802,2,0,0,2,0,0
1740,Slow,slow594,3503.5852479426067,4,0,0,4,0,0
1741,Dangerous,dang597,3683.2695788398455,87,78,6,2,1,0
1742,Normal,normal600,4010.2364341158695,128,4,9,3,112,0
1743,Slow,slow595,4365.91892532633,1,0,1,0,0,0
1744,Dangerous,dang598,1709.2927180695801,153,6,98,9,35,5
1745,Dangerous,dang600,4012.9825529800346,249,15,76,19,130,9
1746,Normal,normal602,2811.141885817473,4,1,0,2,1,0
1747,Slow,slow597,3515.4883233225896,0,0,0,0,0,0
1748,Normal,normal603,7951.278264419016,14,3,0,2,9,0
1749,Slow,slow598,1719.6911794137716,2,0,1,1,0,0
1750,Dangerous,dang599,5450.612274486288,341,57,182,25,71,6
1751,Normal,normal604,3456.0343109312794,42,1,1,3,37,0
1752,Slow,slow600,4016.7257126025465,10,0,5,5,0,0
1753,Dangerous,dang602,2814.247589344939,115,49,57,2,6,1
1754,Dangerous,dang603,7944.145248059093,554,3,495,3,52,1
1755,Normal,normal606,3953.642612417273,28,15,8,1,4,0
1756,Slow,slow599,5446.057920595384,5,0,3,2,0,0
1757,Dangerous,dang604,3444.1525231605874,81,14,59,1,6,1
1758,Normal,normal607,3233.456629168676,79,72,7,0,0,0
1759,Slow,slow602,2814.607621677693,6,0,2,2,0,2
1760,Slow,slow603,7953.932629516021,2,0,0,2,0,0
1761,Dangerous,dang606,3966.038157241042,96,15,54,0,27,0
1762,Normal,normal609,3560.2659246180183,45,8,5,2,29,1
1763,Slow,slow604,3458.301050281579,4,0,2,2,0,0
1764,Dangerous,dang607,3228.3347142470093,171,137,31,1,2,0
1765,Normal,normal610,4531.7957502513555,13,1,7,2,0,3
1766,Slow,slow606,3962.397782393895,3,0,3,0,0,0
1767,Normal,normal601,5742.010245405025,45,2,6,3,32,2
1768,Normal,normal611,4253.590862176623,200,0,19,9,172,0
1769,Dangerous,dang609,3561.52165284118,100,23,75,1,0,1
1770,Slow,slow607,3225.6766411763992,3,3,0,0,0,0
1771,Dangerous,dang610,4528.030093064564,225,55,54,8,103,5
1772,Normal,normal605,2964.881071379919,62,4,16,8,32,2
1773,Normal,normal613,1578.099742115006,4,2,2,0,0,0
1774,Dangerous,dang601,5741.592033201231,269,150,93,4,18,4
1775,Dangerous,dang611,4250.685949942074,508,32,184,15,272,5
1776,Normal,normal614,7280.891186670447,198,147,11,0,40,0
1777,Normal,normal615,2671.264676017082,13,3,3,1,6,0
1778,Slow,slow596,3245.026427381732,10,0,1,7,0,2
1779,Slow,slow609,3557.814315725642,15,0,2,3,10,0
1780,Slow,slow610,4530.256080867463,16,0,1,9,6,0
1781,Dangerous,dang613,1587.898433840821,98,2,86,6,4,0
1782,Normal,normal612,1394.676220035919,5,1,0,4,0,0
1783,Normal,normal616,3291.629590965419,38,3,12,1,22,0
1784,Slow,slow611,4254.744682886336,17,0,7,10,0,0
1785,Dangerous,dang614,7309.210011071214,292,83,94,12,100,3
1786,Normal,normal617,1186.35916102642,16,16,0,0,0,0
1787,Dangerous,dang615,2665.3140533990277,162,17,103,10,31,1
1788,Normal,normal618,3711.8764621576906,85,0,24,4,56,1
1789,Slow,slow613,1587.5878553057564,0,0,0,0,0,0
1790,Dangerous,dang612,1388.401603436194,61,61,0,0,0,0
1791,Dangerous,dang616,3297.7178596156864,75,2,61,4,4,4
1792,Normal,normal619,3306.679680751198,28,23,1,3,1,0
1793,Slow,slow614,7255.614214039674,7,0,0,7,0,0
1794,Dangerous,dang617,1181.3830663392762,61,17,41,2,1,0
1795,Normal,normal620,1742.259152199812,517,2,4,0,510,1
1796,Slow,slow615,2668.943049154202,2,0,0,2,0,0
1797,Dangerous,dang618,3723.0524552814627,268,12,123,17,114,2
1798,Normal,normal621,3642.6578687161164,5,2,0,0,3,0
1799,Slow,slow616,3290.6920279979413,2,0,0,2,0,0
1800,Dangerous,dang619,3299.4195081264616,51,29,20,1,1,0
1801,Dangerous,dang621,3648.892091129237,222,13,155,1,53,0
1802,Normal,normal622,2778.1492942397804,36,3,3,1,29,0
1803,Slow,slow617,1185.3607307924858,0,0,0,0,0,0
1804,Dangerous,dang605,2962.995611193175,82,21,18,3,39,1
1805,Dangerous,dang620,3807.6188013889227,168,89,39,11,27,2
1806,Normal,normal623,3709.8619916050548,151,26,7,3,115,0
1807,Slow,slow618,3714.7024919990445,3,0,0,3,0,0
1808,Dangerous,dang622,2784.9867362636,36,23,11,0,1,1
1809,Normal,normal624,4251.131968577509,14,0,5,2,7,0
1810,Slow,slow619,3303.7790428231347,5,0,2,2,0,1
1811,Slow,slow620,1696.0819959084615,2,0,0,2,0,0
1812,Normal,normal625,3186.422838658444,29,3,0,2,23,1
1813,Slow,slow605,2962.8700066634115,14,0,4,10,0,0
1814,Slow,slow621,3644.4903216331036,0,0,0,0,0,0
1815,Slow,slow622,2778.883144019782,2,0,1,0,0,1
1816,Dangerous,dang623,3707.27306074692,297,49,76,9,162,1
1817,Normal,normal626,3817.8027244937352,27,11,9,2,5,0
1818,Normal,normal627,2874.282243992343,61,18,1,2,39,1
1819,Dangerous,dang624,4298.1039152599005,136,23,96,4,13,0
1820,Dangerous,dang625,3191.911028048469,246,96,70,2,78,0
1821,Dangerous,dang627,2882.833945267487,193,80,42,4,66,1
1822,Normal,normal628,1764.6081830124235,551,4,1,3,542,1
1823,Slow,slow623,3707.6808494198103,12,0,9,3,0,0
1824,Dangerous,dang626,3812.903714982822,203,107,66,7,17,6
1825,Normal,normal629,3659.5479711781254,31,21,2,5,3,0
1826,Normal,normal630,3892.783478403233,73,0,14,4,55,0
1827,Slow,slow612,1393.915840792457,1,0,1,0,0,0
1828,Slow,slow624,4250.387706790043,7,0,3,4,0,0
1829,Slow,slow625,3191.549855795917,3,0,3,0,0,0
1830,Dangerous,dang628,1823.2014276855705,669,18,66,17,566,2
1831,Normal,normal631,1506.9646282195583,38,2,0,2,34,0
1832,Slow,slow626,3826.008933539997,11,0,0,10,0,1
1833,Slow,slow627,2854.2192162450515,4,0,0,4,0,0
1834,Dangerous,dang629,3654.0747633669534,155,89,50,4,12,0
1835,Dangerous,dang630,3899.806246246289,325,10,255,10,49,1
1836,Normal,normal632,5264.778817180785,25,7,2,6,9,1
1837,Normal,normal633,3969.0217234235533,219,31,6,5,176,1
1838,Slow,slow628,1086.3648277338568,4,0,0,4,0,0
1839,Dangerous,dang631,1498.6346250465435,107,3,84,7,13,0
1840,Normal,normal634,3345.347247215252,93,84,7,2,0,0
1841,Slow,slow601,5741.069924412369,4,0,0,4,0,0
1842,Slow,slow629,3660.1785939852066,4,0,0,4,0,0
1843,Normal,normal635,1630.1674501793407,46,45,1,0,0,0
1844,Slow,slow630,3894.2986315042476,2,0,0,2,0,0
1845,Dangerous,dang632,5266.083564632984,157,48,64,10,30,5
1846,Dangerous,dang633,3996.0093846266864,181,32,101,8,39,1
1847,Normal,normal636,5154.342322270064,352,36,25,10,278,3
1848,Slow,slow631,1501.5606362844512,0,0,0,0,0,0
1849,Dangerous,dang634,3368.7692986059888,197,77,104,4,10,2
1850,Normal,normal637,2400.7468384663516,51,42,9,0,0,0
1851,Dangerous,dang635,1627.2693944685732,95,58,33,2,2,0
1852,Normal,normal638,2402.2992232278293,51,49,1,0,0,1
1853,Slow,slow632,5265.081509266794,5,0,0,3,0,2
1854,Dangerous,dang636,5578.576480694772,921,145,91,22,653,10
1855,Normal,normal639,2443.034974377407,10,2,3,1,4,0
1856,Slow,slow634,3342.754852971322,0,0,0,0,0,0
1857,Dangerous,dang637,2402.5291728803923,91,34,53,2,2,0
1858,Normal,normal640,3876.030535424742,3,2,1,0,0,0
1859,Slow,slow635,1631.0753305613036,0,0,0,0,0,0
1860,Dangerous,dang638,2507.714136776736,113,92,17,3,0,1
1861,Slow,slow636,4792.921565373742,18,0,8,9,0,1
1862,Dangerous,dang639,2442.354966237447,101,23,45,12,18,3
1863,Normal,normal642,2767.8929261933476,315,3,7,6,298,1
1864,Slow,slow637,2405.6713925496024,3,0,0,3,0,0
1865,Dangerous,dang640,3882.325002721952,82,10,65,1,6,0
1866,Normal,normal643,710.6753095104295,1,0,0,0,0,1
1867,Normal,normal644,2762.5659759656664,28,23,3,0,2,0
1868,Slow,slow638,2400.3917487162244,0,0,0,0,0,0
1869,Slow,slow639,2444.35610868991,5,0,2,3,0,0
1870,Dangerous,dang642,2137.8765574930762,669,19,117,20,510,3
1871,Normal,normal645,4230.214467095164,19,1,2,0,16,0
1872,Slow,slow633,1873.211507797323,15,0,5,10,0,0
1873,Slow,slow640,3882.529755966819,0,0,0,0,0,0
1874,Dangerous,dang643,766.8911518949068,22,5,16,1,0,0
1875,Normal,normal646,3702.3032852076176,67,5,12,4,45,1
1876,Dangerous,dang644,1149.211751539324,694,16,68,15,595,0
1877,Normal,normal647,4577.865870703621,15,0,2,3,10,0
1878,Slow,slow642,1337.514015656325,4,2,0,2,0,0
1879,Dangerous,dang645,4225.262088522503,150,2,63,16,65,4
1880,Normal,normal648,226.298257153402,5,1,2,0,2,0
1881,Slow,slow643,713.3772152411035,1,0,0,1,0,0
1882,Dangerous,dang646,3797.800630386829,143,21,75,3,40,4
1883,Normal,normal649,3939.3974142836064,3,3,0,0,0,0
1884,Slow,slow644,2768.67874432253,8,2,0,6,0,0
1885,Dangerous,dang647,4582.830193846304,93,0,70,0,22,1
1886,Normal,normal650,4640.703034104631,107,1,23,0,83,0
1887,Slow,slow645,4224.598404354382,11,0,0,11,0,0
1888,Dangerous,dang649,3932.9795290002403,167,3,97,5,60,2
1889,Normal,normal651,3949.6427558511896,34,9,0,3,22,0
1890,Slow,slow646,3704.0809979106475,0,0,0,0,0,0
1891,Normal,normal652,5068.812681381005,57,1,18,10,24,4
1892,Slow,slow647,4585.475530619287,9,0,0,9,0,0
1893,Slow,slow649,3946.776266372641,10,0,5,4,0,1
1894,Dangerous,dang648,217.13116381471883,10,5,2,2,0,1
1895,Dangerous,dang650,4646.72119939893,203,31,89,15,64,4
1896,Normal,normal653,1276.7675272511967,30,30,0,0,0,0
1897,Dangerous,dang651,3953.3961449035005,200,61,137,0,1,1
1898,Dangerous,dang653,1273.052747716717,56,42,3,1,10,0
1899,Normal,normal654,1576.4151208851831,38,37,1,0,0,0
1900,Dangerous,dang652,5074.600794500064,318,143,88,14,67,6
1901,Dangerous,dang654,1563.5245197087359,65,61,4,0,0,0
1902,Normal,normal655,3939.442835346255,23,7,0,2,14,0
1903,Slow,slow648,222.82908721736914,2,1,0,1,0,0
1904,Slow,slow650,4641.019179261815,30,2,16,12,0,0
1905,Normal,normal656,6571.626643723287,61,2,24,8,27,0
1906,Slow,slow651,3942.8713878467943,2,0,0,2,0,0
1907,Normal,normal657,4069.2783351684056,41,1,30,2,7,1
1908,Slow,slow652,5072.348341597549,22,0,6,16,0,0
1909,Slow,slow653,1281.844180542306,0,0,0,0,0,0
1910,Dangerous,dang656,6657.04478037054,181,25,115,7,33,1
1911,Normal,normal658,2755.1962616534092,1,0,0,0,0,1
1912,Slow,slow654,1576.0257451952639,0,0,0,0,0,0
1913,Normal,normal659,3023.373995163989,26,2,1,2,21,0
1914,Slow,slow656,6573.069904872583,16,0,2,14,0,0
1915,Dangerous,dang655,3933.81505727443,196,35,114,7,38,2
1916,Dangerous,dang657,4062.618026570875,233,1,187,15,28,2
1917,Normal,normal660,2448.6653827548607,769,0,7,4,756,2
1918,Normal,normal661,2423.1772575423884,62,20,0,2,40,0
1919,Dangerous,dang659,3043.748727984848,189,84,49,8,48,0
1920,Normal,normal662,4953.162972361365,23,0,6,2,14,1
1921,Slow,slow655,3939.5598673213863,4,0,2,2,0,0
1922,Slow,slow657,4066.9688097259673,4,0,1,2,0,1
1923,Dangerous,dang658,2751.805510746525,191,1,134,0,55,1
1924,Dangerous,dang660,2429.0994563394183,621,35,117,6,462,1
1925,Dangerous,dang661,2429.4566526486883,65,16,47,1,1,0
1926,Normal,normal664,932.4123601151025,1,1,0,0,0,0
1927,Slow,slow659,3020.106135951343,6,0,0,5,0,1
1928,Dangerous,dang662,4951.1765188014315,239,157,57,3,21,1
1929,Normal,normal665,2863.2520158957323,14,2,9,2,0,1
1930,Slow,slow660,2367.4720425716496,12,0,4,8,0,0
1931,Normal,normal666,4980.166530022526,5,3,0,2,0,0
1932,Slow,slow661,2424.4422051865913,0,0,0,0,0,0
1933,Dangerous,dang664,927.2158279626404,75,1,69,3,2,0
1934,Normal,normal667,5884.724667183055,29,3,11,0,15,0
1935,Slow,slow662,4957.8343646669955,6,0,0,5,0,1
1936,Dangerous,dang665,2862.411458695038,671,59,84,11,513,4
