,Label,VehicleID,Distance_driven,Sum_warning,Sum_warning_speed,Sum_secure_dist,Sum_TTC_respect,Sum_safe_dist,Sum_Emergency_Brake
0,Normal,normal0,2330.808352194566,19,18,1,0,0,0
1,Normal,normal1,4194.7578242328045,5,5,0,0,0,0
2,Normal,normal2,3573.412901173817,86,85,0,0,0,1
3,Dangerous,dang0,2330.1893893753263,102,56,43,2,1,0
4,Dangerous,dang2,3569.907086104396,38,30,4,2,0,2
5,Normal,normal3,4053.4059799376,14,14,0,0,0,0
6,Dangerous,dang1,4190.984918597079,193,26,153,3,9,2
7,Normal,normal4,4186.820983771697,53,46,2,2,3,0
8,Normal,normal5,1028.2119050736364,9,5,4,0,0,0
9,Slow,slow0,2331.7529170593084,2,0,0,2,0,0
10,Dangerous,dang3,4037.94054801981,133,17,99,1,16,0
11,Normal,normal6,3307.3431923030653,11,0,0,1,10,0
12,Slow,slow1,4193.540998354834,2,0,0,2,0,0
13,Slow,slow2,3570.471408205308,9,0,7,2,0,0
14,Dangerous,dang4,4191.3539778685745,128,45,53,0,30,0
15,Normal,normal7,2822.04166481316,6,1,0,2,3,0
16,Dangerous,dang5,1020.0824147535193,50,19,24,5,2,0
17,Normal,normal8,4355.78436658117,34,1,5,2,26,0
18,Slow,slow3,4042.60477075941,0,0,0,0,0,0
19,Dangerous,dang6,3311.5481618144613,167,10,104,4,48,1
20,Normal,normal9,3487.7732532243017,57,57,0,0,0,0
21,Slow,slow4,4185.64158062967,4,0,1,3,0,0
22,Dangerous,dang7,2814.9342194198825,214,0,149,3,61,1
23,Normal,normal10,2736.4803278572167,112,3,13,1,95,0
24,Slow,slow5,1025.8730780274911,0,0,0,0,0,0
25,Dangerous,dang8,4354.9271717008505,211,91,72,10,36,2
26,Normal,normal11,4349.6664904144745,67,40,3,2,22,0
27,Slow,slow6,3316.004910513639,2,0,0,0,0,2
28,Dangerous,dang10,2732.1574805408773,191,13,113,12,51,2
29,Dangerous,dang9,3501.7331980810977,155,103,46,1,5,0
30,Normal,normal12,4931.665150984261,93,47,6,4,36,0
31,Slow,slow7,2819.535681612277,5,0,0,5,0,0
32,Normal,normal13,3782.373491806102,5,2,0,0,3,0
33,Slow,slow10,2737.045572123539,2,0,0,2,0,0
34,Slow,slow8,4340.09633852293,6,0,1,5,0,0
35,Dangerous,dang11,4486.118450217534,209,51,76,9,68,5
36,Normal,normal14,1814.8692497079307,11,11,0,0,0,0
37,Slow,slow9,3477.86124443572,0,0,0,0,0,0
38,Dangerous,dang12,4937.866951299781,206,157,38,5,5,1
39,Dangerous,dang13,3781.3414735000715,37,13,24,0,0,0
40,Normal,normal15,5177.262983724042,59,11,2,7,38,1
41,Normal,normal16,3676.421207379825,3,2,0,1,0,0
42,Slow,slow11,4357.4976923152035,8,0,0,8,0,0
43,Slow,slow13,3776.1684347370456,1,0,1,0,0,0
44,Dangerous,dang14,1827.425749367393,83,49,29,1,4,0
45,Normal,normal17,4444.919560287406,5,5,0,0,0,0
46,Slow,slow12,4912.98842983655,7,0,6,1,0,0
47,Dangerous,dang15,5200.008848675872,201,57,96,12,31,5
48,Normal,normal18,2149.8476948707857,0,0,0,0,0,0
49,Dangerous,dang16,3682.365449814721,193,54,115,6,18,0
50,Normal,normal19,4253.09194664959,29,28,1,0,0,0
51,Slow,slow14,1812.8957629738238,2,0,2,0,0,0
52,Dangerous,dang17,4437.53821481676,234,68,143,8,15,0
53,Normal,normal20,3360.1507987861755,13,0,5,0,8,0
54,Slow,slow15,5190.513752936475,9,0,0,9,0,0
55,Dangerous,dang18,2150.4573063892435,8,7,0,0,0,1
56,Normal,normal21,2497.6552103727417,21,19,0,1,0,1
57,Slow,slow16,3678.0395144455133,8,0,5,3,0,0
58,Dangerous,dang19,4258.093941184189,90,47,42,0,1,0
59,Normal,normal22,6180.824506664129,8,1,6,0,0,1
60,Slow,slow17,4442.267933241224,0,0,0,0,0,0
61,Dangerous,dang20,3355.3386654256174,197,128,16,5,47,1
62,Normal,normal23,1649.23428013961,2,2,0,0,0,0
63,Dangerous,dang21,2491.730631571908,145,74,37,5,27,2
64,Slow,slow19,4260.209306050263,1,0,0,1,0,0
65,Dangerous,dang22,6170.329062856604,216,96,80,0,39,1
66,Normal,normal25,5234.210699765372,170,164,2,2,0,2
67,Slow,slow18,2147.1482987803975,0,0,0,0,0,0
68,Slow,slow20,3361.09093355968,7,0,1,6,0,0
69,Dangerous,dang23,1644.1474761070729,111,2,100,3,6,0
70,Normal,normal26,4937.556273580906,25,16,9,0,0,0
71,Slow,slow21,2503.718231165904,2,0,0,2,0,0
72,Normal,normal27,3111.058299062245,33,0,0,0,33,0
73,Slow,slow22,6180.391892542541,16,0,6,9,0,1
74,Dangerous,dang25,5552.768734492885,25,11,12,1,1,0
75,Normal,normal28,1758.3817697837992,47,47,0,0,0,0
76,Slow,slow23,1646.5042963398773,0,0,0,0,0,0
77,Dangerous,dang26,4935.469235976754,225,81,125,0,17,2
78,Normal,normal29,4178.672700937405,50,4,10,2,32,2
79,Dangerous,dang27,3112.2058489822684,176,34,70,3,68,1
80,Normal,normal30,5610.112036862346,45,2,4,4,34,1
81,Slow,slow25,5235.79644536126,4,0,0,4,0,0
82,Dangerous,dang28,1697.055854106115,44,13,27,0,2,2
83,Normal,normal31,3310.904936405273,77,3,2,0,71,1
84,Slow,slow26,4931.964790293871,3,0,0,3,0,0
85,Dangerous,dang29,4179.800676358902,127,3,79,5,40,0
86,Normal,normal32,4590.938998505936,82,73,1,4,4,0
87,Slow,slow27,3114.254199412466,3,0,1,2,0,0
88,Dangerous,dang30,5608.298458303651,339,188,28,4,114,5
89,Normal,normal33,4635.173260359021,21,6,3,5,7,0
90,Slow,slow28,1702.3699082928763,0,0,0,0,0,0
91,Dangerous,dang31,3313.2581772538965,219,110,39,5,63,2
92,Normal,normal34,1279.878220421298,4,1,3,0,0,0
93,Slow,slow29,4159.1582274968905,10,0,1,7,0,2
94,Dangerous,dang32,4575.139452190656,192,156,30,3,1,2
95,Normal,normal35,2415.7422031080246,5,1,2,2,0,0
96,Slow,slow30,5610.674843498372,19,3,5,10,0,1
97,Dangerous,dang33,4637.324427021918,177,141,28,2,6,0
98,Normal,normal36,6971.966646193676,38,4,4,4,25,1
99,Slow,slow31,3316.869730441901,8,4,0,4,0,0
100,Dangerous,dang34,1271.8617596544236,47,47,0,0,0,0
101,Normal,normal37,5482.735577530671,82,5,16,3,57,1
102,Slow,slow32,4589.081826773465,2,0,0,2,0,0
103,Dangerous,dang35,2420.319674544626,83,65,15,2,1,0
104,Normal,normal38,2280.2686081773363,0,0,0,0,0,0
105,Slow,slow33,4636.3937346217435,0,0,0,0,0,0
106,Dangerous,dang36,6969.801686424702,521,82,240,29,155,15
107,Normal,normal39,839.4546634311997,3,3,0,0,0,0
108,Slow,slow34,1274.5520269489336,0,0,0,0,0,0
109,Dangerous,dang37,5489.170892305334,305,4,164,21,111,5
110,Normal,normal40,1505.2858300440823,9,2,0,1,6,0
111,Slow,slow35,2424.9005646408505,1,0,0,0,0,1
112,Dangerous,dang38,2279.6302423895013,94,27,46,1,20,0
113,Dangerous,dang40,1504.2628710433817,62,57,4,1,0,0
114,Normal,normal41,5727.722387039278,47,6,9,6,24,2
115,Slow,slow36,6975.525022561468,12,0,4,6,1,1
116,Dangerous,dang39,833.8692367549316,69,2,52,2,13,0
117,Normal,normal42,3848.0694318583373,2,2,0,0,0,0
118,Slow,slow37,5483.155357051313,17,0,11,6,0,0
119,Slow,slow40,1511.8673838885286,3,0,0,3,0,0
120,Normal,normal43,2721.113449000191,2,2,0,0,0,0
121,Slow,slow38,2271.2955971886504,2,0,0,2,0,0
122,Dangerous,dang41,5752.506121761301,282,179,58,11,30,4
123,Normal,normal44,3046.1139225220845,5,4,0,1,0,0
124,Slow,slow39,836.4237012203109,3,1,0,2,0,0
125,Dangerous,dang42,3854.5958457344955,211,123,46,8,32,2
126,Normal,normal45,2672.6602738876268,47,1,1,4,41,0
127,Dangerous,dang43,2716.6672117384333,219,3,157,2,57,0
128,Normal,normal46,2319.240478761761,1,0,1,0,0,0
129,Slow,slow41,5682.934627193714,8,0,2,4,0,2
130,Dangerous,dang44,3102.616497757537,82,65,16,1,0,0
131,Normal,normal47,4736.516717920627,6,3,3,0,0,0
132,Slow,slow42,3827.5531222686873,2,0,0,2,0,0
133,Dangerous,dang45,2664.64571510558,123,37,9,7,70,0
134,Normal,normal48,6120.209582666463,34,1,21,3,9,0
135,Slow,slow43,2731.5438509368373,3,0,0,3,0,0
136,Dangerous,dang46,2311.755799814538,94,94,0,0,0,0
137,Normal,normal49,1445.6539206768582,19,2,0,2,14,1
138,Slow,slow44,3039.249853281553,6,1,4,1,0,0
139,Dangerous,dang47,4732.229228993929,227,94,98,0,35,0
140,Normal,normal50,7117.166427820297,56,2,2,6,45,1
141,Slow,slow45,2673.8617911729143,8,0,4,4,0,0
142,Dangerous,dang48,6119.664909322011,188,47,101,9,29,2
143,Normal,normal51,939.9769276770689,8,8,0,0,0,0
144,Slow,slow46,2318.662317774255,2,0,0,2,0,0
145,Dangerous,dang49,1447.7588278276828,39,38,1,0,0,0
146,Normal,normal52,4642.874182567124,122,16,24,4,77,1
147,Slow,slow47,4733.289845570529,11,0,3,7,0,1
148,Dangerous,dang50,7105.594264981331,219,35,150,8,23,3
149,Normal,normal53,6710.787049684606,81,52,8,4,17,0
150,Slow,slow48,6124.648304198846,9,1,1,7,0,0
151,Dangerous,dang51,936.3645153701834,31,29,2,0,0,0
152,Normal,normal54,4101.611829548496,4,1,1,2,0,0
153,Slow,slow49,1456.6770708380532,1,0,0,0,0,1
154,Dangerous,dang52,4638.131857416564,329,165,53,18,83,10
155,Normal,normal55,884.1205507819484,0,0,0,0,0,0
156,Slow,slow50,7109.2835300973375,9,0,2,6,0,1
157,Dangerous,dang53,6701.6059254346965,208,196,12,0,0,0
158,Normal,normal56,5408.543900600776,84,64,0,4,14,2
159,Slow,slow51,947.918221761908,0,0,0,0,0,0
160,Dangerous,dang54,4089.8060541734676,178,0,24,11,139,4
161,Normal,normal57,4855.0334535519405,2,2,0,0,0,0
162,Slow,slow52,4640.117784882118,18,0,3,13,0,2
163,Dangerous,dang55,908.5015681688022,28,11,15,1,1,0
164,Normal,normal58,1574.7628563565759,2,2,0,0,0,0
165,Slow,slow53,6696.059239881101,5,0,0,5,0,0
166,Dangerous,dang56,5397.464402294494,262,122,64,13,54,9
167,Normal,normal59,951.8584754304592,0,0,0,0,0,0
168,Slow,slow54,4091.8216230830953,5,0,0,4,0,1
169,Dangerous,dang57,4858.460244460849,151,4,127,1,19,0
170,Normal,normal60,2892.9339496880984,11,0,5,4,2,0
171,Slow,slow55,889.9509082116148,0,0,0,0,0,0
172,Dangerous,dang58,1581.284521454687,90,18,66,4,2,0
173,Normal,normal61,1130.4836334309587,42,40,0,2,0,0
174,Slow,slow56,5405.79628940508,15,0,5,9,0,1
175,Dangerous,dang59,949.0070983553989,10,1,9,0,0,0
176,Normal,normal62,1503.0231110174575,32,32,0,0,0,0
177,Slow,slow57,4793.671044175226,5,0,4,1,0,0
178,Dangerous,dang60,2880.068394879919,112,12,67,3,30,0
179,Normal,normal63,1629.0598114875966,2,0,0,2,0,0
180,Slow,slow58,1581.8745360557502,0,0,0,0,0,0
181,Dangerous,dang61,1121.4376502329183,64,53,7,2,2,0
182,Normal,normal64,1507.6724144557134,113,13,2,0,98,0
183,Slow,slow59,952.1907077273781,0,0,0,0,0,0
184,Dangerous,dang62,1673.226526490556,68,54,10,0,3,1
185,Normal,normal65,865.5358790002111,4,4,0,0,0,0
186,Slow,slow60,2892.2763184204036,5,0,1,4,0,0
187,Dangerous,dang63,1617.6047596202745,33,6,15,0,12,0
188,Normal,normal66,1181.0804950346376,7,7,0,0,0,0
189,Slow,slow61,1125.4779112833298,0,0,0,0,0,0
190,Dangerous,dang64,1510.578510089813,103,47,19,6,31,0
191,Normal,normal67,3258.5851527505924,5,5,0,0,0,0
192,Slow,slow62,1502.3930188037154,2,0,0,2,0,0
193,Dangerous,dang65,859.8722938441854,51,3,45,2,1,0
194,Dangerous,dang67,3253.4153566956106,267,6,189,5,66,1
195,Normal,normal68,2531.3166429510497,5,2,0,3,0,0
196,Slow,slow63,1628.2375782069992,0,0,0,0,0,0
197,Dangerous,dang66,1217.8430755333632,53,49,3,1,0,0
198,Normal,normal69,5552.9628686521855,159,74,2,6,75,2
199,Slow,slow64,1506.3674206961523,3,2,0,1,0,0
200,Normal,normal70,2840.0488793543805,57,56,1,0,0,0
201,Slow,slow65,869.9876510734056,3,3,0,0,0,0
202,Dangerous,dang68,2521.9728430214136,162,6,143,2,11,0
203,Normal,normal71,2749.1983225790123,35,0,0,2,33,0
204,Slow,slow66,1177.1585906559906,0,0,0,0,0,0
205,Slow,slow67,3259.359139100362,7,0,0,7,0,0
206,Dangerous,dang69,5705.530474717753,507,180,99,23,197,8
207,Normal,normal72,2941.6958359229525,5,3,0,2,0,0
208,Dangerous,dang70,2845.2591888408533,23,16,5,1,0,1
209,Dangerous,dang71,2745.7455711258344,144,42,82,0,19,1
210,Normal,normal73,3053.625321522289,8,2,5,0,1,0
211,Slow,slow68,2535.736809650457,0,0,0,0,0,0
212,Slow,slow69,5553.482701367123,11,0,2,9,0,0
213,Dangerous,dang72,2944.439391064813,33,12,20,1,0,0
214,Normal,normal75,378.12064121415114,0,0,0,0,0,0
215,Slow,slow70,2847.006711239058,5,0,5,0,0,0
216,Dangerous,dang73,3049.3595532297086,203,38,148,8,8,1
217,Normal,normal76,5255.682245225646,24,0,8,4,12,0
218,Slow,slow71,2746.134561218601,2,0,1,1,0,0
219,Normal,normal74,4539.842957867014,51,4,6,2,38,1
220,Normal,normal77,5071.529486294497,5,4,1,0,0,0
221,Slow,slow72,2946.706802632899,0,0,0,0,0,0
222,Dangerous,dang75,374.7140426181452,26,0,21,0,5,0
223,Normal,normal78,3864.976662101257,32,0,0,2,30,0
224,Slow,slow73,3052.637951051951,5,0,3,2,0,0
225,Dangerous,dang76,5384.862744822961,193,139,39,4,8,3
226,Normal,normal79,2748.0635731702373,38,3,6,4,25,0
227,Dangerous,dang74,4535.808661805844,197,57,76,12,46,6
228,Dangerous,dang77,5100.282114078356,68,24,30,7,6,1
229,Normal,normal80,2979.1920510612754,2,2,0,0,0,0
230,Slow,slow75,387.4276892620329,0,0,0,0,0,0
231,Dangerous,dang78,3864.1758333150115,51,22,20,2,6,1
232,Normal,normal81,3182.1202963604537,14,1,3,4,5,1
233,Slow,slow76,5250.660806157885,4,0,0,4,0,0
234,Dangerous,dang79,2750.425989327272,260,19,139,24,74,4
235,Normal,normal82,4754.232650565289,64,0,21,2,41,0
236,Slow,slow74,4535.51707488701,6,0,0,2,0,4
237,Slow,slow77,5067.462126961928,8,0,8,0,0,0
238,Dangerous,dang80,2985.423947619395,92,31,57,3,1,0
239,Normal,normal83,4327.829843100162,79,58,0,2,19,0
240,Slow,slow78,3869.666945423902,3,0,0,2,0,1
241,Dangerous,dang81,3189.601921523525,118,17,34,7,60,0
242,Normal,normal84,5206.436227272914,19,1,2,2,14,0
243,Slow,slow79,2747.3009402635316,9,0,2,7,0,0
244,Dangerous,dang82,4813.098095052492,300,67,163,6,64,0
245,Normal,normal85,2441.2260216561017,12,9,1,0,2,0
246,Slow,slow80,2987.4322534450184,0,0,0,0,0,0
247,Dangerous,dang83,4332.377189443774,234,124,71,7,30,2
248,Normal,normal86,4628.234697461903,7,2,1,0,4,0
249,Slow,slow81,3187.2081779883542,14,0,4,10,0,0
250,Dangerous,dang84,5235.734722615492,102,34,62,0,6,0
251,Dangerous,dang85,2432.226185692599,18,15,1,1,0,1
252,Normal,normal87,3298.2882854400395,13,1,8,3,0,1
253,Slow,slow82,4753.66719979654,8,0,2,6,0,0
254,Normal,normal88,3319.1891985701645,49,3,1,4,41,0
255,Slow,slow83,4334.551453153831,0,0,0,0,0,0
256,Dangerous,dang86,4702.542349837818,215,18,113,11,70,3
257,Normal,normal89,6057.654169730427,138,0,15,10,110,3
258,Slow,slow84,5207.355899835078,0,0,0,0,0,0
259,Dangerous,dang87,3297.6853682815486,84,1,65,11,5,2
260,Normal,normal90,4933.520149321211,67,0,6,0,60,1
261,Dangerous,dang88,3306.7863313379726,196,56,85,4,51,0
262,Normal,normal91,5608.002383635017,67,2,1,0,62,2
263,Slow,slow86,4594.275266229634,8,0,2,4,0,2
264,Dangerous,dang89,6066.392556351508,135,45,41,17,32,0
265,Normal,normal92,6849.269408406601,169,49,18,7,93,2
266,Slow,slow87,3299.8250639847743,6,1,1,3,0,1
267,Dangerous,dang90,4928.765558017269,379,56,167,14,140,2
268,Normal,normal93,4464.270827246095,96,53,1,0,40,2
269,Slow,slow88,3310.7132344820675,5,0,1,4,0,0
270,Dangerous,dang91,5605.28002553832,251,116,74,10,47,4
271,Normal,normal94,2554.3487658882223,25,2,2,2,19,0
272,Slow,slow85,2440.654588354249,3,0,0,3,0,0
273,Slow,slow89,6057.513828345517,17,0,6,11,0,0
274,Dangerous,dang92,6990.3202053524765,409,85,157,17,142,8
275,Dangerous,dang93,4474.707808893785,258,116,55,9,75,3
276,Normal,normal95,5825.9030131511745,140,126,13,0,0,1
277,Slow,slow90,4942.850895400624,14,0,6,7,0,1
278,Normal,normal96,4123.904022485841,83,75,2,2,3,1
279,Slow,slow91,5607.122765245664,5,0,4,0,0,1
280,Slow,slow93,4468.732028399007,13,2,1,8,0,2
281,Dangerous,dang94,2552.092138064918,96,27,63,2,4,0
282,Normal,normal97,3880.457117891375,104,48,12,7,37,0
283,Slow,slow92,6848.907694873406,7,0,0,5,0,2
284,Dangerous,dang95,6108.135379081675,110,88,20,1,1,0
285,Normal,normal98,4529.066979473496,94,94,0,0,0,0
286,Dangerous,dang96,4136.911729366255,224,2,106,13,101,2
287,Normal,normal99,2568.6022453273827,20,3,0,2,15,0
288,Slow,slow94,2553.64397540201,1,0,0,0,0,1
289,Dangerous,dang97,3940.060528510731,125,30,51,14,25,5
290,Normal,normal100,3129.522489328114,25,11,3,2,9,0
291,Slow,slow95,5828.840338542787,6,3,2,1,0,0
292,Dangerous,dang98,4531.2194565800355,191,190,0,0,0,1
293,Normal,normal101,1616.7330088716976,2,1,0,0,0,1
294,Slow,slow96,4136.943486826132,0,0,0,0,0,0
295,Dangerous,dang99,2554.913982133029,120,61,43,3,13,0
296,Normal,normal102,859.2958311084658,3,2,1,0,0,0
297,Slow,slow97,3888.466577495526,4,0,4,0,0,0
298,Dangerous,dang100,3122.512890070901,139,133,3,1,0,2
299,Normal,normal103,5059.281053474416,119,0,33,6,80,0
300,Slow,slow98,4536.889976815433,5,0,3,2,0,0
301,Dangerous,dang101,1613.3010185140781,53,50,3,0,0,0
302,Normal,normal104,3291.2825705966575,5,2,0,0,2,1
303,Slow,slow99,2559.422072443289,4,1,3,0,0,0
304,Dangerous,dang102,878.1599836532876,43,22,17,2,2,0
305,Normal,normal105,2385.409941884774,8,1,0,2,5,0
306,Dangerous,dang103,5055.8421874581945,419,82,233,11,88,5
307,Normal,normal106,4720.687056705274,32,3,0,4,24,1
308,Slow,slow100,3123.20085007264,8,1,4,1,1,1
309,Slow,slow101,1602.512704190401,1,0,0,1,0,0
310,Dangerous,dang104,3291.610599331,21,20,0,0,0,1
311,Normal,normal107,1856.187573301213,24,1,6,4,13,0
312,Slow,slow102,867.0673734874,0,0,0,0,0,0
313,Normal,normal108,2363.828844908389,3,2,0,0,0,1
314,Slow,slow103,5059.262442454834,8,0,4,3,0,1
315,Dangerous,dang106,4714.513574681031,106,36,62,5,2,1
316,Normal,normal109,1879.5227199818726,4,0,1,2,0,1
317,Slow,slow104,3299.7764105259994,6,0,0,5,0,1
318,Dangerous,dang107,1854.226484841787,130,58,32,17,22,1
319,Normal,normal110,5668.666300964677,24,3,8,4,7,2
320,Dangerous,dang108,2357.03561532656,109,42,60,3,3,1
321,Normal,normal111,2591.975303050438,65,53,5,1,6,0
322,Slow,slow106,4720.518978174203,3,0,1,2,0,0
323,Dangerous,dang105,2386.4338697221738,66,1,15,15,32,3
324,Dangerous,dang109,1879.4556468632277,115,47,46,0,21,1
325,Normal,normal112,1017.1105296641621,9,2,3,2,2,0
326,Slow,slow107,1859.2910957147496,4,0,2,2,0,0
327,Normal,normal113,5351.10163719751,78,1,15,4,57,1
328,Slow,slow108,2368.761150879495,4,0,1,3,0,0
329,Dangerous,dang111,2588.226352667485,127,82,40,3,2,0
330,Normal,normal114,4693.125877235292,67,2,10,3,51,1
331,Slow,slow105,2388.9865869565556,2,0,0,2,0,0
332,Slow,slow109,1877.257473228702,0,0,0,0,0,0
333,Dangerous,dang112,1015.877077041379,81,20,36,3,22,0
334,Normal,normal115,3735.4893209599513,9,1,4,4,0,0
335,Dangerous,dang113,5388.891799313768,396,21,290,8,76,1
336,Dangerous,dang115,3729.4688037745996,169,116,53,0,0,0
337,Normal,normal116,2261.449430337672,106,1,38,2,65,0
338,Slow,slow111,2599.2870978342553,2,0,0,2,0,0
339,Dangerous,dang110,5714.85600323095,144,14,110,9,10,1
340,Dangerous,dang114,4705.680385150335,366,87,134,17,123,5
341,Dangerous,dang116,2265.783708851772,102,59,13,8,20,2
342,Normal,normal117,3999.2000282845643,4,4,0,0,0,0
343,Slow,slow112,1019.3821141114379,2,0,0,2,0,0
344,Slow,slow115,3736.668277006585,0,0,0,0,0,0
345,Normal,normal118,3832.9471608253475,2,1,1,0,0,0
346,Slow,slow116,2260.7000066144005,2,0,0,2,0,0
347,Dangerous,dang118,3825.021052301782,118,59,8,0,51,0
348,Normal,normal119,3228.6024023682776,66,66,0,0,0,0
349,Slow,slow110,5631.43259597554,1,0,1,0,0,0
350,Slow,slow113,5355.438247076133,14,0,2,12,0,0
351,Slow,slow114,4700.247399488036,15,0,8,7,0,0
352,Dangerous,dang117,3995.7354701941895,226,10,197,1,18,0
353,Normal,normal120,5020.233803448285,74,6,6,8,53,1
354,Slow,slow118,3835.961676450912,2,0,0,2,0,0
355,Normal,normal121,3230.446861771756,159,1,2,3,153,0
356,Dangerous,dang119,3271.8632482429284,43,31,12,0,0,0
357,Normal,normal122,2252.0229270962345,29,3,1,1,24,0
358,Slow,slow117,3998.767638492334,0,0,0,0,0,0
359,Dangerous,dang120,5027.01492411776,481,59,185,13,221,3
360,Normal,normal123,2593.938580130089,10,2,0,6,2,0
361,Dangerous,dang121,3231.151040222725,281,98,31,11,136,5
362,Normal,normal124,3455.9672480448044,37,0,11,2,23,1
363,Dangerous,dang122,2244.95548580813,93,9,47,4,33,0
364,Normal,normal125,1903.0309954514094,22,2,20,0,0,0
365,Slow,slow119,3226.871979682863,3,0,1,2,0,0
366,Slow,slow120,5022.4835371125355,16,0,3,13,0,0
367,Dangerous,dang123,2596.6038154326507,48,23,21,3,0,1
368,Normal,normal126,4469.087734843659,46,1,8,2,34,1
369,Slow,slow121,3236.4598937554783,3,0,1,2,0,0
370,Dangerous,dang124,3449.3052692812007,97,3,63,0,31,0
371,Normal,normal127,3436.7417394259205,70,35,6,1,28,0
372,Slow,slow122,2254.498000449711,0,0,0,0,0,0
373,Dangerous,dang125,1903.842742116243,81,5,75,1,0,0
374,Dangerous,dang126,4481.799286898271,247,1,194,4,48,0
375,Normal,normal128,4980.736340588274,6,2,0,2,1,1
376,Slow,slow123,2591.149498962364,2,0,0,2,0,0
377,Normal,normal129,3908.1889845269056,56,2,0,6,48,0
378,Slow,slow124,3464.5045862683946,5,0,0,3,0,2
379,Dangerous,dang127,3455.9214102672668,122,67,31,7,13,4
380,Normal,normal130,2281.225130360369,105,20,1,5,78,1
381,Slow,slow125,1905.5542603335691,6,0,2,4,0,0
382,Dangerous,dang128,4986.010979135827,214,1,175,4,34,0
383,Dangerous,dang130,2285.78960508045,201,60,31,12,95,3
384,Normal,normal131,4638.941369861477,94,66,15,3,8,2
385,Slow,slow126,4447.484298476177,1,0,1,0,0,0
386,Dangerous,dang129,3900.9864032346545,237,15,122,13,87,0
387,Normal,normal132,5130.429826507269,73,52,3,0,18,0
388,Slow,slow127,3409.4824141597273,5,0,0,5,0,0
389,Normal,normal133,4113.391036028634,31,0,5,4,22,0
390,Slow,slow128,4980.9947918951975,3,0,0,3,0,0
391,Dangerous,dang131,4576.171453154606,68,35,28,2,3,0
392,Normal,normal134,5687.296009446168,36,9,3,6,18,0
393,Slow,slow129,3911.5109080809584,5,0,1,4,0,0
394,Slow,slow130,2282.981352226,3,0,0,3,0,0
395,Dangerous,dang132,5237.527555845481,311,54,174,15,66,2
396,Normal,normal135,5607.805295560016,103,1,30,2,69,1
397,Dangerous,dang133,4113.748731526323,130,99,28,1,0,2
398,Normal,normal136,775.4763472877271,0,0,0,0,0,0
399,Slow,slow131,4584.16450593281,10,3,1,6,0,0
400,Dangerous,dang134,5681.609560175304,79,55,24,0,0,0
401,Normal,normal137,1990.4015472048995,28,28,0,0,0,0
402,Slow,slow132,5132.868945162578,8,0,4,3,0,1
403,Dangerous,dang135,5673.624877055741,337,4,197,6,127,3
404,Dangerous,dang137,2038.333921691866,21,17,4,0,0,0
405,Normal,normal138,1414.1070004030803,2,2,0,0,0,0
406,Slow,slow133,4100.341035584946,15,0,10,4,0,1
407,Dangerous,dang136,772.0812692090269,53,0,42,1,10,0
408,Normal,normal139,4845.879055452918,95,4,7,3,79,2
409,Slow,slow134,5676.866646449668,0,0,0,0,0,0
410,Normal,normal140,6748.935572652891,123,7,14,3,98,1
411,Slow,slow135,5568.3681980132,3,0,1,2,0,0
412,Dangerous,dang138,1410.6637380101936,111,2,79,0,30,0
413,Slow,slow136,777.2607057015655,0,0,0,0,0,0
414,Slow,slow137,1978.0737907513828,0,0,0,0,0,0
415,Dangerous,dang139,4833.544495280621,193,133,54,3,1,2
416,Normal,normal142,2712.605171433144,24,0,3,4,17,0
417,Dangerous,dang140,6742.815572814616,288,4,162,20,98,4
418,Normal,normal143,5063.237085007955,48,3,2,7,35,1
419,Slow,slow138,1412.312200426611,4,0,0,4,0,0
420,Normal,normal144,1247.5458142907628,0,0,0,0,0,0
421,Slow,slow139,4836.570891947753,5,0,1,3,0,1
422,Dangerous,dang142,2711.027026576494,90,90,0,0,0,0
423,Normal,normal145,4605.240784943448,74,62,0,6,5,1
424,Slow,slow140,6738.218814671056,8,0,3,5,0,0
425,Dangerous,dang143,5060.910532684034,364,156,90,16,97,5
426,Normal,normal146,2372.63054946664,15,9,4,2,0,0
427,Dangerous,dang144,1243.1348591054248,77,0,51,3,22,1
428,Normal,normal147,6523.458866500371,105,43,3,7,50,2
429,Slow,slow142,2713.7833043895102,0,0,0,0,0,0
430,Dangerous,dang145,4604.478212302493,293,146,95,8,42,2
431,Dangerous,dang146,2366.912673385701,141,76,53,1,10,1
432,Normal,normal148,4438.540143287202,27,2,2,2,21,0
433,Slow,slow143,5064.856483687014,12,0,6,6,0,0
434,Normal,normal149,1338.8689726288308,32,32,0,0,0,0
435,Slow,slow144,1252.2594998451798,0,0,0,0,0,0
436,Slow,slow146,2378.2397791634553,0,0,0,0,0,0
437,Dangerous,dang147,6670.1210284970575,271,118,95,11,44,3
438,Normal,normal150,1612.1421549464517,0,0,0,0,0,0
439,Slow,slow145,4609.767298937996,9,0,0,9,0,0
440,Dangerous,dang148,4435.738139878793,180,40,53,15,65,7
441,Normal,normal151,6007.308790630187,5,5,0,0,0,0
442,Dangerous,dang149,1373.3940343082572,54,41,11,2,0,0
443,Slow,slow147,6523.779083681592,5,0,0,5,0,0
444,Dangerous,dang150,1608.7486339104883,94,0,92,1,1,0
445,Normal,normal153,5955.537589569941,32,4,5,3,20,0
446,Slow,slow148,4439.883320183921,5,0,0,5,0,0
447,Dangerous,dang151,6001.514674239911,151,5,120,0,26,0
