,Label,VehicleID,Distance_driven,Sum_warning,Sum_warning_speed,Sum_secure_dist,Sum_TTC_respect,Sum_safe_dist,Sum_Emergency_Brake
721,Dangerous,dang246,2352.7968143987373,109,7,101,0,0,1
722,Normal,normal247,4539.604569112051,80,79,0,0,0,1
723,Slow,slow246,2349.4256816273637,0,0,0,0,0,0
724,Dangerous,dang247,4514.472535987765,97,60,30,0,7,0
725,Normal,normal248,3383.155428482601,4,3,0,0,0,1
726,Slow,slow247,4534.369745683784,2,0,0,0,0,2
727,Dangerous,dang248,3370.595844027964,35,6,26,0,2,1
728,Normal,normal249,4275.619256515194,0,0,0,0,0,0
729,Slow,slow248,3365.813719756635,0,0,0,0,0,0
730,Dangerous,dang249,4313.7045223075065,189,4,177,1,7,0
731,Normal,normal250,4047.086583459056,1,1,0,0,0,0
732,Dangerous,dang250,4034.1294683241554,50,26,19,0,5,0
733,Slow,slow249,4279.960786164485,0,0,0,0,0,0
734,Slow,slow250,4040.5831243193848,0,0,0,0,0,0
735,Normal,normal252,1277.4930027321493,4,4,0,0,0,0
736,Dangerous,dang252,1271.4759647331125,83,4,76,0,3,0
737,Normal,normal253,5071.560994161732,2,0,1,0,0,1
738,Slow,slow252,1277.4912226453737,0,0,0,0,0,0
739,Dangerous,dang253,5069.012951342265,225,182,40,1,2,0
740,Normal,normal254,5878.430522517325,0,0,0,0,0,0
741,Slow,slow253,5078.646767700245,0,0,0,0,0,0
742,Dangerous,dang254,5923.769529767593,116,13,66,8,26,3
743,Normal,normal255,3706.9066801350455,0,0,0,0,0,0
744,Slow,slow254,5880.820522263298,1,0,0,0,0,1
745,Dangerous,dang255,3701.4987867967475,158,0,122,11,25,0
746,Slow,slow255,3706.2926212249513,0,0,0,0,0,0
747,Normal,normal257,1795.847658335595,1,1,0,0,0,0
748,Dangerous,dang257,1785.2759620930644,154,10,104,2,36,2
749,Normal,normal258,4056.0005418241603,3,3,0,0,0,0
750,Slow,slow257,1792.3230090998065,1,0,0,0,0,1
751,Dangerous,dang258,4061.162228996172,127,15,95,1,15,1
752,Normal,normal259,4447.355726258712,1,1,0,0,0,0
753,Slow,slow258,3928.6280898921837,0,0,0,0,0,0
754,Dangerous,dang259,4440.548252235226,67,11,24,0,32,0
755,Normal,normal260,2659.77022482856,122,122,0,0,0,0
756,Dangerous,dang260,2847.6391042520813,45,34,11,0,0,0
757,Normal,normal261,3147.564734888133,2,1,1,0,0,0
758,Slow,slow260,2668.810444217013,0,0,0,0,0,0
759,Dangerous,dang261,3146.227958374942,65,26,34,0,5,0
760,Normal,normal262,6082.474927731888,83,80,0,0,0,3
761,Slow,slow261,3154.6007372761464,1,0,0,0,0,1
762,Dangerous,dang262,6229.549872692206,29,29,0,0,0,0
763,Normal,normal263,4240.432839225759,2,2,0,0,0,0
764,Slow,slow262,6084.763601648392,1,0,0,0,0,1
765,Dangerous,dang263,4241.5704680653425,207,1,176,0,30,0
766,Normal,normal264,5897.529417652753,9,9,0,0,0,0
767,Slow,slow259,4447.46210036248,0,0,0,0,0,0
768,Slow,slow263,4234.904227202227,0,0,0,0,0,0
769,Dangerous,dang264,6004.2116637094305,56,17,29,0,10,0
770,Normal,normal265,6239.637965289506,123,122,0,0,0,1
771,Slow,slow264,5900.854099617556,0,0,0,0,0,0
772,Dangerous,dang265,6202.198230921169,65,33,25,1,5,1
773,Normal,normal251,2862.070951466901,2,2,0,0,0,0
774,Normal,normal266,5320.578226725347,1,1,0,0,0,0
775,Dangerous,dang251,2847.609300547053,31,29,2,0,0,0
776,Dangerous,dang266,5314.302292232483,160,32,73,5,48,2
777,Slow,slow265,6191.5200145559365,1,0,0,0,0,1
778,Normal,normal267,5686.224750729369,51,51,0,0,0,0
779,Slow,slow266,5319.330706713125,2,0,0,0,0,2
780,Dangerous,dang267,5698.921244500162,57,35,12,0,9,1
781,Normal,normal268,5229.82923382054,5,4,0,0,0,1
782,Slow,slow267,5680.732355591006,0,0,0,0,0,0
783,Dangerous,dang268,5233.503457087556,280,4,191,5,79,1
784,Normal,normal269,3655.96713260592,50,50,0,0,0,0
785,Slow,slow268,5230.30877213716,1,0,0,0,0,1
786,Dangerous,dang269,3772.0573358660145,114,93,20,0,1,0
787,Normal,normal270,2867.827636861367,87,87,0,0,0,0
788,Slow,slow269,3660.9378229566014,2,2,0,0,0,0
789,Dangerous,dang270,3223.43804688558,17,15,1,0,0,1
790,Normal,normal271,1822.451062423136,4,1,2,0,0,1
791,Slow,slow270,2863.2784558773387,0,0,0,0,0,0
792,Dangerous,dang271,1824.5313524776116,84,33,35,2,13,1
793,Normal,normal272,3469.208841515124,1,0,0,0,0,1
794,Slow,slow271,1824.5590829622395,0,0,0,0,0,0
795,Dangerous,dang272,3459.7889994196985,164,135,25,0,2,2
796,Normal,normal273,2553.323461796647,6,6,0,0,0,0
797,Slow,slow272,3466.113368560702,1,0,0,0,0,1
798,Dangerous,dang273,2578.525607824382,25,13,9,0,1,2
799,Normal,normal274,1078.6490892489714,1,0,0,0,0,1
800,Slow,slow273,2560.8423309207874,0,0,0,0,0,0
801,Dangerous,dang274,1089.7446776723314,123,2,72,1,47,1
802,Normal,normal275,3476.4834226863627,21,21,0,0,0,0
803,Slow,slow274,1070.7421724220721,0,0,0,0,0,0
804,Dangerous,dang275,3465.173275742726,120,69,24,3,22,2
805,Normal,normal276,5200.387503864604,36,36,0,0,0,0
806,Slow,slow275,3479.9970942098016,0,0,0,0,0,0
807,Dangerous,dang276,5355.8926744608725,170,79,59,10,21,1
808,Normal,normal277,5489.2052259237535,77,77,0,0,0,0
809,Slow,slow276,5198.300274468811,1,0,0,0,0,1
810,Dangerous,dang277,5489.687303436318,163,106,41,5,9,2
811,Normal,normal278,5028.658283493238,1,0,0,0,0,1
812,Dangerous,dang278,5016.143141203527,65,20,23,3,18,1
813,Slow,slow277,5480.473032786978,0,0,0,0,0,0
814,Normal,normal279,6001.821056458004,2,2,0,0,0,0
815,Slow,slow278,5025.366892850094,0,0,0,0,0,0
816,Dangerous,dang279,6003.1977174787735,44,4,30,0,10,0
817,Normal,normal280,6666.519664694435,4,3,0,0,0,1
818,Slow,slow279,5999.53478864077,0,0,0,0,0,0
819,Dangerous,dang280,6795.900740610978,120,7,112,0,0,1
820,Normal,normal281,3674.3097965990205,1,1,0,0,0,0
821,Slow,slow280,6672.726640337336,0,0,0,0,0,0
822,Dangerous,dang281,3880.801661652779,127,3,112,1,11,0
823,Normal,normal282,5983.254148507781,49,49,0,0,0,0
824,Slow,slow281,3672.0090286290056,0,0,0,0,0,0
825,Normal,normal283,5277.454343266317,0,0,0,0,0,0
826,Slow,slow251,2856.665983945765,0,0,0,0,0,0
827,Dangerous,dang283,5565.25225740235,118,0,66,1,51,0
828,Normal,normal284,6203.031288858138,3,2,0,0,0,1
829,Slow,slow283,5285.684244184035,0,0,0,0,0,0
830,Dangerous,dang284,6198.4383569152815,143,50,34,9,50,0
831,Normal,normal285,5372.485727886124,27,27,0,0,0,0
832,Slow,slow284,6188.51360054682,0,0,0,0,0,0
833,Dangerous,dang285,5394.499870505691,306,30,77,14,180,5
834,Slow,slow285,5380.055431431167,2,0,1,0,0,1
835,Normal,normal287,4210.816087308187,3,3,0,0,0,0
836,Dangerous,dang282,5981.221911125392,75,70,3,0,1,1
837,Dangerous,dang287,4213.200684680754,88,75,11,0,2,0
838,Slow,slow282,5984.25634249295,1,0,0,0,0,1
839,Normal,normal288,2384.4470859893754,0,0,0,0,0,0
840,Dangerous,dang288,2382.820441601055,138,25,87,2,22,2
841,Slow,slow288,2386.774549664647,1,1,0,0,0,0
842,Slow,slow287,4205.4154708325395,0,0,0,0,0,0
843,Normal,normal290,2957.289106916706,18,18,0,0,0,0
844,Dangerous,dang290,3071.7089485273345,119,30,57,0,32,0
845,Normal,normal291,5108.612066326118,0,0,0,0,0,0
846,Slow,slow290,2952.4691878612434,1,0,0,0,0,1
847,Normal,normal289,3106.816813582111,128,127,0,0,0,1
848,Dangerous,dang289,3099.8081962830147,145,143,2,0,0,0
849,Dangerous,dang291,5112.222287003194,111,0,42,10,58,1
850,Normal,normal292,5066.271063900802,6,6,0,0,0,0
851,Slow,slow289,3102.172408149207,0,0,0,0,0,0
852,Slow,slow291,5100.7664417238475,0,0,0,0,0,0
853,Dangerous,dang292,5078.5941550049465,160,36,90,5,28,1
854,Normal,normal293,6733.902925319085,3,2,1,0,0,0
855,Slow,slow292,5047.486877442669,1,0,0,0,0,1
856,Dangerous,dang293,6746.480262677251,554,69,277,11,197,0
857,Normal,normal294,3481.338780463399,4,2,0,0,0,2
858,Slow,slow293,6736.74340206736,3,0,1,0,0,2
859,Dangerous,dang294,3480.7890778390883,140,125,13,0,1,1
860,Normal,normal295,1738.6236039443497,0,0,0,0,0,0
861,Slow,slow294,3480.950944247692,0,0,0,0,0,0
862,Dangerous,dang295,1737.7098475956273,18,0,8,0,10,0
863,Normal,normal296,4727.443310770815,39,38,0,0,0,1
864,Slow,slow295,1734.7201125187353,0,0,0,0,0,0
865,Dangerous,dang296,4727.421725867729,148,17,80,3,48,0
866,Normal,normal297,3244.447017859342,4,4,0,0,0,0
867,Slow,slow296,4724.695113154891,0,0,0,0,0,0
868,Dangerous,dang297,3323.5401138573284,118,18,79,4,15,2
869,Normal,normal298,1716.1325403699313,9,9,0,0,0,0
870,Slow,slow297,3240.9405099703117,0,0,0,0,0,0
871,Dangerous,dang298,1727.0896910938304,58,0,49,2,7,0
872,Normal,normal299,4882.6569383748765,4,4,0,0,0,0
873,Slow,slow298,1690.806907212382,0,0,0,0,0,0
874,Dangerous,dang299,4881.349730846401,63,34,27,0,1,1
875,Normal,normal300,3409.822756936685,2,2,0,0,0,0
876,Slow,slow299,4889.499658896612,3,0,1,1,0,1
877,Dangerous,dang300,3415.3334575987446,52,31,19,0,2,0
878,Normal,normal301,3732.2895402012623,29,28,1,0,0,0
879,Slow,slow300,3414.3496659949883,1,0,0,0,0,1
880,Dangerous,dang301,3741.4817466177833,223,77,102,4,40,0
881,Normal,normal302,5511.160749254215,1,1,0,0,0,0
882,Slow,slow301,3742.842030933998,0,0,0,0,0,0
883,Dangerous,dang302,5503.158442657438,131,1,86,8,36,0
884,Normal,normal303,4903.091011908633,0,0,0,0,0,0
885,Slow,slow302,5516.02093707452,0,0,0,0,0,0
886,Dangerous,dang303,4905.0717327295315,274,169,43,4,55,3
887,Normal,normal304,3014.8772831581573,4,3,0,0,0,1
888,Slow,slow303,4904.922141981151,1,0,0,0,0,1
889,Dangerous,dang304,3004.566692765226,58,3,46,3,5,1
890,Slow,slow304,3006.8067856390608,0,0,0,0,0,0
891,Normal,normal305,5285.656048245534,7,5,0,0,0,2
892,Dangerous,dang305,5280.91308262123,152,84,43,1,24,0
893,Normal,normal306,2427.085748411339,0,0,0,0,0,0
894,Slow,slow305,5278.812393004033,1,0,0,0,0,1
895,Dangerous,dang306,2430.827302727493,109,64,25,5,14,1
896,Normal,normal307,3182.5628230842217,43,39,0,0,0,4
897,Dangerous,dang307,3193.677301538881,183,144,15,3,20,1
898,Normal,normal308,4273.8529534610625,1,1,0,0,0,0
899,Slow,slow307,3184.6755537193476,2,0,0,0,0,2
900,Dangerous,dang308,4267.413960002562,181,5,137,0,39,0
901,Normal,normal309,4951.783917199686,4,4,0,0,0,0
902,Slow,slow308,4282.739813895085,0,0,0,0,0,0
903,Slow,slow306,2429.2795150806674,0,0,0,0,0,0
904,Dangerous,dang309,5161.432173020303,97,23,55,7,11,1
905,Normal,normal310,3585.498816635509,0,0,0,0,0,0
906,Slow,slow309,4951.071745189261,1,0,0,0,0,1
907,Dangerous,dang310,3588.462852827684,58,39,15,0,4,0
908,Normal,normal311,4862.821281492656,8,8,0,0,0,0
909,Slow,slow310,3577.226585975365,1,0,0,0,0,1
910,Dangerous,dang311,4865.860892621808,155,21,90,2,42,0
911,Normal,normal312,6472.03314783245,3,3,0,0,0,0
912,Slow,slow311,4871.938423559567,0,0,0,0,0,0
913,Dangerous,dang312,6470.710510345872,208,120,53,8,26,1
914,Normal,normal313,4461.848287000702,73,73,0,0,0,0
915,Slow,slow312,6445.67379804748,0,0,0,0,0,0
916,Dangerous,dang313,4560.605769326307,58,21,36,0,1,0
917,Normal,normal314,3957.489966657934,29,29,0,0,0,0
918,Slow,slow313,4456.1622246677225,0,0,0,0,0,0
919,Dangerous,dang314,3967.115104688744,123,52,68,0,3,0
920,Normal,normal315,4285.986074006392,2,2,0,0,0,0
921,Slow,slow314,3961.1883378660996,1,0,0,0,0,1
922,Dangerous,dang315,4340.813837238892,114,16,94,2,2,0
923,Normal,normal316,2184.9682314535735,0,0,0,0,0,0
924,Slow,slow315,4287.547781888961,0,0,0,0,0,0
925,Dangerous,dang316,2172.7303803202753,14,1,7,1,5,0
926,Normal,normal317,1515.0976546343209,0,0,0,0,0,0
927,Slow,slow316,2187.696001242075,0,0,0,0,0,0
928,Dangerous,dang317,1513.2587255547455,15,0,15,0,0,0
929,Normal,normal318,1345.2333968303942,15,15,0,0,0,0
930,Slow,slow317,1517.4668718735056,1,0,0,0,0,1
931,Dangerous,dang318,1329.6982390778137,55,36,17,1,1,0
932,Slow,slow318,1341.8102264178053,0,0,0,0,0,0
933,Normal,normal320,3226.3243824739284,2,2,0,0,0,0
934,Dangerous,dang320,3224.5478025516745,60,22,35,0,2,1
935,Normal,normal321,2329.869971851709,0,0,0,0,0,0
936,Slow,slow320,3215.6600409787884,1,0,0,0,0,1
937,Dangerous,dang321,2326.5676029329343,16,1,13,1,1,0
938,Normal,normal322,1936.3880774825693,33,32,0,0,0,1
939,Slow,slow321,2305.542832068672,0,0,0,0,0,0
940,Dangerous,dang322,2058.110183605799,37,11,17,0,9,0
941,Normal,normal323,2221.474731675038,14,14,0,0,0,0
942,Slow,slow322,1930.3772228071111,0,0,0,0,0,0
943,Dangerous,dang323,2232.841866197309,125,14,105,2,3,1
944,Normal,normal324,4077.324036953572,5,5,0,0,0,0
945,Slow,slow323,2222.808672009654,0,0,0,0,0,0
946,Dangerous,dang324,4066.774337775424,257,7,180,7,62,1
947,Slow,slow324,4077.089982337881,1,1,0,0,0,0
948,Normal,normal326,2883.456051431384,1,0,1,0,0,0
949,Normal,normal325,3853.6463890847112,11,11,0,0,0,0
950,Dangerous,dang326,2880.0877435241446,56,1,52,0,2,1
951,Normal,normal327,4089.628422564169,169,168,0,0,0,1
952,Slow,slow326,2881.2363388624426,0,0,0,0,0,0
953,Dangerous,dang325,3858.487158411084,40,18,20,0,2,0
954,Dangerous,dang327,4554.082094645532,21,21,0,0,0,0
955,Normal,normal328,3407.540954492683,36,35,0,0,0,1
956,Slow,slow325,3852.554205851726,0,0,0,0,0,0
957,Dangerous,dang328,3444.568664466889,108,43,28,5,27,5
958,Slow,slow327,4091.060429841094,2,0,0,0,0,2
959,Slow,slow328,3400.24127150707,1,0,0,0,0,1
960,Normal,normal329,890.8184726275222,3,3,0,0,0,0
961,Dangerous,dang329,883.667888723229,23,23,0,0,0,0
962,Normal,normal330,5771.34071162447,2,2,0,0,0,0
963,Slow,slow329,881.6103475764118,0,0,0,0,0,0
964,Dangerous,dang330,5759.458514420769,491,223,36,7,224,1
965,Normal,normal331,1263.3263305655335,1,1,0,0,0,0
966,Slow,slow330,5763.31383829093,0,0,0,0,0,0
967,Dangerous,dang331,1259.6700376394647,52,52,0,0,0,0
968,Normal,normal332,6493.251422653662,52,48,0,0,0,4
969,Slow,slow331,1266.2869715343525,0,0,0,0,0,0
970,Dangerous,dang332,6494.7692593139,308,59,52,9,186,2
971,Normal,normal333,6447.3695657670005,7,7,0,0,0,0
972,Slow,slow332,6480.3546228858295,2,0,0,0,0,2
973,Dangerous,dang333,6551.310322397779,108,33,42,6,27,0
974,Normal,normal334,4991.355308412294,2,0,0,0,0,2
975,Slow,slow333,6447.371863622509,0,0,0,0,0,0
976,Dangerous,dang334,5189.046749299353,8,8,0,0,0,0
977,Normal,normal335,6179.205625237289,4,2,0,0,0,2
978,Slow,slow334,4994.1749253942235,0,0,0,0,0,0
979,Dangerous,dang335,6182.870009522541,201,147,52,0,0,2
980,Normal,normal336,2052.835742182982,0,0,0,0,0,0
981,Slow,slow335,6182.971876945709,1,0,0,0,0,1
982,Dangerous,dang336,2042.9717275585701,93,74,19,0,0,0
983,Normal,normal337,3193.7315803899482,2,2,0,0,0,0
984,Slow,slow336,2056.4918366667634,0,0,0,0,0,0
985,Dangerous,dang337,3193.0308589883816,137,83,53,0,1,0
986,Slow,slow337,3183.052813880246,0,0,0,0,0,0
987,Normal,normal339,2491.574513947072,3,3,0,0,0,0
988,Dangerous,dang339,2497.4638054088423,184,7,153,0,24,0
989,Normal,normal340,4125.044014981524,3,2,0,0,0,1
990,Slow,slow339,2499.528599555983,0,0,0,0,0,0
991,Dangerous,dang340,4124.106320223701,146,42,98,0,5,1
992,Normal,normal341,1855.409588090708,2,2,0,0,0,0
993,Dangerous,dang341,1852.2196013107532,132,2,95,0,35,0
994,Slow,slow340,4133.509273939263,1,1,0,0,0,0
995,Normal,normal342,6701.4902762093725,2,1,0,0,0,1
996,Slow,slow341,1849.1068410373837,1,0,0,0,0,1
997,Dangerous,dang342,6697.275948993988,65,7,42,9,6,1
998,Normal,normal343,365.65824230858675,1,1,0,0,0,0
999,Dangerous,dang343,361.82381374166476,40,7,26,0,7,0
1000,Slow,slow342,6684.200873407066,0,0,0,0,0,0
1001,Normal,normal344,3920.533732890648,1,1,0,0,0,0
1002,Slow,slow343,359.50322172551137,0,0,0,0,0,0
1003,Dangerous,dang344,3917.484443257921,119,24,64,6,22,3
1004,Normal,normal345,3260.723099688007,0,0,0,0,0,0
1005,Slow,slow344,3918.390213923953,0,0,0,0,0,0
1006,Dangerous,dang345,3257.4206556889876,152,8,122,1,20,1
1007,Normal,normal346,4651.326068455143,2,1,0,0,0,1
1008,Dangerous,dang346,4649.0084674063055,93,9,64,7,11,2
1009,Slow,slow345,3261.7317185975867,0,0,0,0,0,0
1010,Normal,normal347,4428.944745933361,4,2,1,0,0,1
1011,Slow,slow346,4654.553606846498,0,0,0,0,0,0
1012,Dangerous,dang347,4402.2510781887995,375,19,173,8,170,5
1013,Normal,normal348,4874.845190522672,54,53,0,0,0,1
1014,Slow,slow347,4405.531432653389,0,0,0,0,0,0
1015,Dangerous,dang348,4885.846947345777,229,192,34,0,2,1
1016,Normal,normal349,3629.546901004513,0,0,0,0,0,0
1017,Slow,slow348,4881.222390348809,0,0,0,0,0,0
1018,Dangerous,dang349,3660.058147707059,125,38,27,6,52,2
1019,Normal,normal350,3820.3758326635048,5,4,0,0,0,1
1020,Slow,slow349,3634.0012961489488,0,0,0,0,0,0
1021,Dangerous,dang350,3821.7612210724624,73,38,25,2,7,1
1022,Normal,normal351,5595.010504089387,3,3,0,0,0,0
1023,Slow,slow350,3814.558350154063,6,0,2,1,0,3
1024,Dangerous,dang351,5708.625823436655,84,41,24,4,14,1
1025,Normal,normal352,3478.1002073091945,3,3,0,0,0,0
1026,Slow,slow351,5597.689747903041,0,0,0,0,0,0
1027,Dangerous,dang352,3468.1803449393087,144,11,116,1,15,1
1028,Normal,normal353,1234.4774404955122,1,1,0,0,0,0
1029,Slow,slow352,3476.688153644902,2,2,0,0,0,0
1030,Dangerous,dang353,1229.6373112829306,70,1,65,0,3,1
1031,Normal,normal354,3810.2739222175355,3,0,0,0,0,3
1032,Slow,slow353,1228.6434531369048,0,0,0,0,0,0
1033,Dangerous,dang354,3808.5694196563363,50,0,33,3,14,0
1034,Normal,normal355,1701.3083844395996,1,1,0,0,0,0
1035,Slow,slow354,3804.710074816376,1,0,0,0,0,1
1036,Dangerous,dang355,1707.3996230264515,53,4,37,0,11,1
1037,Normal,normal356,1846.3695024557342,2,0,1,0,0,1
1038,Slow,slow355,1705.1712235066875,2,2,0,0,0,0
1039,Dangerous,dang356,1841.5582006876534,107,30,61,3,12,1
1040,Normal,normal357,3816.2790452724353,0,0,0,0,0,0
1041,Slow,slow356,1845.8434442001712,0,0,0,0,0,0
1042,Dangerous,dang357,3811.253859942398,9,0,6,1,1,1
1043,Normal,normal358,5634.486739139459,3,2,1,0,0,0
1044,Slow,slow357,3665.85108090098,0,0,0,0,0,0
1045,Dangerous,dang358,5641.332806130667,46,15,27,0,2,2
1046,Normal,normal359,2915.3933738562473,7,7,0,0,0,0
1047,Slow,slow358,5632.312198443698,0,0,0,0,0,0
1048,Dangerous,dang359,2908.91301876917,81,27,28,2,23,1
1049,Normal,normal360,2106.6801581022733,4,4,0,0,0,0
1050,Slow,slow359,2918.9663001687877,0,0,0,0,0,0
1051,Dangerous,dang360,2106.7216756330736,46,31,10,3,2,0
1052,Normal,normal361,3135.4112004673193,1,1,0,0,0,0
1053,Slow,slow360,2103.771490053928,0,0,0,0,0,0
1054,Dangerous,dang361,3126.166697061657,305,17,162,2,122,2
1055,Normal,normal362,4108.678926035798,0,0,0,0,0,0
1056,Slow,slow361,3130.153579664077,0,0,0,0,0,0
1057,Dangerous,dang362,4112.615094893969,140,9,63,1,67,0
1058,Normal,normal363,1608.512769420187,0,0,0,0,0,0
1059,Slow,slow362,4114.1248155537105,1,0,0,0,0,1
1060,Dangerous,dang363,1602.1385208419526,42,0,40,0,2,0
1061,Slow,slow363,1610.8963439070014,0,0,0,0,0,0
1062,Normal,normal364,5227.200537426932,1,1,0,0,0,0
1063,Dangerous,dang364,5228.756452949491,248,34,175,0,39,0
1064,Normal,normal365,5405.067105408797,2,1,0,0,0,1
1065,Slow,slow364,5183.091764222371,0,0,0,0,0,0
1066,Dangerous,dang365,5665.638285476917,22,0,20,0,2,0
1067,Normal,normal366,2884.1196452064,1,0,0,0,0,1
1068,Slow,slow365,5401.573092535864,1,0,0,0,0,1
1069,Dangerous,dang366,2879.431523495753,181,67,83,4,27,0
1070,Normal,normal367,4171.127954345721,6,4,2,0,0,0
1071,Slow,slow366,2877.552958967697,0,0,0,0,0,0
1072,Dangerous,dang367,4215.546283398928,217,6,139,5,67,0
1073,Normal,normal368,3475.8130673238547,1,1,0,0,0,0
1074,Slow,slow367,4169.7144343908185,0,0,0,0,0,0
1075,Dangerous,dang368,3475.319362967419,49,40,9,0,0,0
1076,Normal,normal369,5850.999815898386,0,0,0,0,0,0
1077,Slow,slow368,3465.794952679904,0,0,0,0,0,0
1078,Dangerous,dang369,5854.405467235677,245,25,196,1,23,0
1079,Normal,normal370,3181.916628266739,60,58,1,0,0,1
1080,Slow,slow369,5856.547733965982,1,0,1,0,0,0
1081,Dangerous,dang370,3294.2884848787608,92,12,35,4,41,0
1082,Slow,slow370,3170.6735378493136,0,0,0,0,0,0
1083,Normal,normal371,4438.311414430066,2,2,0,0,0,0
1084,Dangerous,dang371,4431.232976990092,280,4,243,0,33,0
1085,Normal,normal372,2359.2808627351083,1,1,0,0,0,0
1086,Slow,slow371,4444.316379348971,1,1,0,0,0,0
1087,Dangerous,dang372,2363.3873673771163,26,4,17,0,4,1
1088,Slow,slow372,2363.720290781539,1,1,0,0,0,0
1089,Normal,normal373,2653.063691919235,2,1,1,0,0,0
1090,Normal,normal374,4069.8480798482547,23,23,0,0,0,0
1091,Dangerous,dang374,4067.5255244259724,134,26,65,1,42,0
1092,Normal,normal375,4612.503843494517,0,0,0,0,0,0
1093,Slow,slow374,4001.224370086743,4,0,2,1,0,1
1094,Dangerous,dang373,2643.6390002263224,46,1,6,1,37,1
1095,Dangerous,dang375,4603.495513854656,74,64,10,0,0,0
1096,Normal,normal376,3002.0460880675732,2,2,0,0,0,0
1097,Slow,slow373,2655.764037115926,0,0,0,0,0,0
1098,Slow,slow375,4615.195079420754,0,0,0,0,0,0
1099,Dangerous,dang376,3095.4385753803863,58,3,26,6,21,2
1100,Normal,normal377,2856.4032427858933,3,3,0,0,0,0
1101,Slow,slow376,2995.646091713682,0,0,0,0,0,0
1102,Dangerous,dang377,2843.8925359838945,81,27,45,4,5,0
1103,Normal,normal378,3898.9180562856295,1,0,0,0,0,1
1104,Slow,slow377,2856.7925507812006,1,0,0,0,0,1
1105,Dangerous,dang378,3899.41304396626,69,35,29,2,3,0
1106,Normal,normal379,3156.346293302318,16,16,0,0,0,0
1107,Slow,slow378,3903.8620205429834,3,3,0,0,0,0
1108,Dangerous,dang379,3258.107355021657,50,24,25,0,1,0
1109,Normal,normal380,3352.7989518253694,1,1,0,0,0,0
1110,Slow,slow379,3161.618936074492,0,0,0,0,0,0
1111,Dangerous,dang380,3344.047039982246,51,32,18,0,1,0
1112,Normal,normal381,3193.56339515752,2,2,0,0,0,0
1113,Slow,slow380,3348.0108196795177,0,0,0,0,0,0
1114,Dangerous,dang381,3199.106373557496,114,108,3,1,1,1
1115,Normal,normal382,1914.1214570258471,4,4,0,0,0,0
1116,Slow,slow381,3159.5150501903863,1,0,0,0,0,1
1117,Dangerous,dang382,1912.8735713795832,26,26,0,0,0,0
1118,Normal,normal383,3470.0202413441243,4,4,0,0,0,0
1119,Slow,slow382,1896.683714654988,0,0,0,0,0,0
1120,Dangerous,dang383,3469.6585061496276,153,29,120,0,4,0
1121,Normal,normal384,2335.8325070651845,3,2,0,0,0,1
1122,Slow,slow383,3458.2252431046386,0,0,0,0,0,0
1123,Dangerous,dang384,2343.4607885372843,182,3,140,5,33,1
1124,Normal,normal385,2477.6291265286327,7,7,0,0,0,0
1125,Slow,slow384,2346.141169550662,2,2,0,0,0,0
1126,Dangerous,dang385,2470.7669316491797,32,6,26,0,0,0
1127,Normal,normal386,2560.152448672981,2,2,0,0,0,0
1128,Slow,slow385,2401.643134682979,0,0,0,0,0,0
1129,Dangerous,dang386,2547.2701314235287,14,14,0,0,0,0
1130,Normal,normal387,4503.140041198021,127,126,0,0,0,1
1131,Slow,slow386,2559.533145387407,0,0,0,0,0,0
1132,Dangerous,dang387,4727.117005024521,93,45,35,4,8,1
1133,Normal,normal388,5842.303235081088,7,5,0,0,0,2
1134,Dangerous,dang388,5858.002281190111,98,41,33,3,21,0
1135,Slow,slow387,4497.906634555352,0,0,0,0,0,0
1136,Normal,normal389,681.4951515281391,2,2,0,0,0,0
1137,Slow,slow388,5848.628797427085,0,0,0,0,0,0
1138,Dangerous,dang389,683.076955089799,34,3,30,0,1,0
1139,Normal,normal390,4531.796388036321,8,5,0,0,0,3
1140,Slow,slow389,682.6015284353039,0,0,0,0,0,0
1141,Dangerous,dang390,4590.600374555752,35,19,13,2,1,0
1142,Normal,normal391,4679.418498874732,3,3,0,0,0,0
1143,Slow,slow390,4510.772135970069,0,0,0,0,0,0
1144,Dangerous,dang391,4856.505135952999,40,20,14,4,2,0
1145,Normal,normal392,2610.363683206408,51,50,0,0,0,1
1146,Slow,slow391,4684.203348466484,0,0,0,0,0,0
1147,Dangerous,dang392,2641.4765977346606,152,79,65,0,8,0
1148,Normal,normal393,559.3126372763692,1,1,0,0,0,0
1149,Slow,slow392,2620.982732207938,0,0,0,0,0,0
1150,Dangerous,dang393,560.0321691085197,37,1,33,1,1,1
1151,Slow,slow393,559.5281068621946,0,0,0,0,0,0
1152,Normal,normal394,3845.0054256369644,3,3,0,0,0,0
1153,Dangerous,dang394,3839.894711713751,106,2,89,0,15,0
1154,Normal,normal395,1871.4003544574311,4,4,0,0,0,0
1155,Slow,slow394,3797.768469043513,0,0,0,0,0,0
1156,Dangerous,dang395,1866.8587391321844,72,63,8,0,1,0
1157,Normal,normal396,3285.3615773198417,0,0,0,0,0,0
1158,Slow,slow395,1863.056067804552,0,0,0,0,0,0
1159,Dangerous,dang396,3282.3490003017805,107,13,20,3,70,1
1160,Normal,normal397,5147.933064926147,4,4,0,0,0,0
1161,Slow,slow396,3292.4895819178982,0,0,0,0,0,0
1162,Dangerous,dang397,5190.62292992124,237,40,77,6,112,2
1163,Normal,normal398,5007.466261831654,44,41,2,1,0,0
